Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1702042,000000E0,false,Rx,0,8,00,00,00,0C,0D,00,00,45,
1706823,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
1712045,000000E0,false,Rx,0,8,00,00,00,0C,0E,00,00,62,
1716827,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
1722040,000000E0,false,Rx,0,8,00,00,00,0C,0F,00,00,7F,
1726822,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
1732035,000000E0,false,Rx,0,8,00,00,00,0C,00,00,00,C4,
1736828,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
1742030,000000E0,false,Rx,0,8,00,00,00,0C,01,00,00,D9,
1746822,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
1752034,000000E0,false,Rx,0,8,00,00,00,0C,02,00,00,FE,
1756825,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
1762036,000000E0,false,Rx,0,8,00,00,00,0C,03,00,00,E3,
1766819,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
1772040,000000E0,false,Rx,0,8,00,00,00,0C,04,00,00,B0,
1776821,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
1782033,000000E0,false,Rx,0,8,00,00,00,0C,05,00,00,AD,
1786814,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
1792025,000000E0,false,Rx,0,8,00,00,00,0C,06,00,00,8A,
1796816,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
1802029,000000E0,false,Rx,0,8,00,00,00,0C,07,00,00,97,
1806811,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
1812022,000000E0,false,Rx,0,8,00,00,00,0C,08,00,00,2C,
1816813,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
1822025,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
1826807,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
1832028,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
1836811,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
1842022,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
1846804,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
1852015,000000E0,false,Rx,0,8,00,00,00,0C,0C,00,00,58,
1856798,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
1862019,000000E0,false,Rx,0,8,00,00,00,0C,0D,00,00,45,
1866799,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
1872011,000000E0,false,Rx,0,8,00,00,00,0C,0E,00,00,62,
1876801,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
1882013,000000E0,false,Rx,0,8,00,00,00,0C,0F,00,00,7F,
1886805,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
1892015,000000E0,false,Rx,0,8,00,00,00,0C,00,00,00,C4,
1896809,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
1902009,000000E0,false,Rx,0,8,00,00,00,0C,01,00,00,D9,
1906791,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
1912010,000000E0,false,Rx,0,8,00,00,00,0C,02,00,00,FE,
1916805,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
1922015,000000E0,false,Rx,0,8,00,00,00,0C,03,00,00,E3,
1926796,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
1932016,000000E0,false,Rx,0,8,00,00,00,0C,04,00,00,B0,
1936799,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
1942008,000000E0,false,Rx,0,8,00,00,00,0C,05,00,00,AD,
1946791,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
